ID,Type,ITGB2,HBQ1,RPL36AP37,HBM,CD37,HBA1,BBLN,LYL1,PSAP,HBA2,HBD,AHSP,FKBP8,GPX1,GUK1,CDC34,SLC25A39,HBB,SELENBP1,ACTB,LILRA2,NCF2,SELL,UQCR11,LGALS3,ICAM3,RPS27,ND1
1104,1,22675.173634003237,348.9174691418837,4125.489501000197,422.0919767368568,12336.151134059848,1521350.5022231087,3930.898853120199,3734.5770034751495,25520.948081812618,3130397.564191521,586.2884328036256,373.01151432559436,78774.14217007619,19032.510951043725,11156.435292101869,2435.283307642457,22002.325112947023,4104125.2218985963,1111.895566626054,43367.49658659147,12176.309453567024,21860.437957976283,39477.646847487966,3194.513442542495,4648.365976368472,34010.975706917176,139028.28050132748,91720.22067238101
1105,1,7903.957938737993,2116.522748554881,1609.7899601431232,1908.4548368836454,3746.97087992822,3641118.419286945,1754.5894904376896,5150.117931324578,7415.260616787485,6102037.465735554,6521.250499841102,4092.293674508632,195994.72738476613,13460.59510925217,28702.88099155467,7543.773150466777,73963.77142450935,17958708.30280274,10586.110682466358,20721.9903795937,4874.795127027846,8692.517839273516,11663.16810758805,1912.5899680693803,8656.674207430993,15654.050531030029,47801.30346861895,32958.65659666213
1106,1,3219.6495410287266,1029.7353870497025,2056.0945925025203,1181.6635589094944,3273.3615209791583,7309448.19660883,2088.6287060724962,3299.450196955082,4287.750628043023,12652001.439281624,2757.81859113493,1869.1769022750186,154035.21610184765,16478.835448792404,18016.532703373334,5084.222559307994,71903.46024564345,22522897.136248924,4683.684651677633,8412.830688236168,1522.3509745950892,2587.382805612218,4881.651663494938,2061.4811367775496,5200.85428720036,7739.128996857898,129607.05365923133,39001.22011136748
1107,1,10974.231683000335,1176.923994412678,3210.8201291278324,1796.028326837784,7729.618135489887,10771456.06309385,3658.819532299016,4038.5083516885365,18947.696890180265,18727997.993999686,1735.8793824875734,962.0268033798995,73262.12683100376,14488.301812013024,17806.403518114992,4627.527077369054,53681.98639415708,10316868.969829705,2796.9662827984234,36785.27720284923,6772.045159903413,11960.754539244075,11956.300711450649,2601.5810252651636,3511.843215115976,22775.761878629448,72722.87963091477,74626.61264836707
1108,1,6814.375907768139,1316.6132948749573,4016.0869063487285,3116.200686675233,6072.335245442267,4529261.595611843,3948.9146468912986,13298.44194465057,8170.7744251867525,10725296.684891753,1680.2409765466418,613.4326173591685,119981.12833886506,19837.642898076643,23849.8530583217,5569.931156111907,84303.03609454093,8504452.15217029,2800.6946195267014,14847.289910652453,2317.7205226013834,6593.244089444094,3221.677788302601,2613.6578116848373,3959.0922619606063,14887.075133196111,166327.74828917603,78419.16252305024
1109,1,9069.002732107805,1563.621160708242,816.078108890206,1634.09422710636,9361.172319883335,7319682.501473753,4629.1995490263735,6282.380231615557,13842.084791697001,16235544.999287568,2354.1263415053454,1214.1922064842406,111473.70915298966,18314.188130210903,24627.400328375636,3784.990941132252,55873.396142641184,11810333.499514088,2701.467545261188,17045.67293504478,4988.905825433433,12166.881275858406,7790.210214758622,3294.6158541120144,3809.950152148252,18761.98573961561,121781.92203015303,123376.31642985513
1110,1,7952.143896388212,1018.8748431309465,1394.361998599486,2665.064982032657,7853.741497051622,6380840.320438632,3632.6885755091294,8450.306043029701,8114.097845296351,15830124.897469416,1061.9258928407048,223.4554484935074,311023.333653142,19448.803718379997,27118.061217175375,3970.9468232286586,87211.17646203942,8539518.068278251,2132.0519856261253,17749.332780337496,3165.277178660325,8271.951694232132,8255.5512943427,2451.8597834700445,3956.596473325406,17245.02048373747,60084.91504491934,107910.53117248845
1111,1,4693.616686474295,1698.5869233451672,1914.2929447730514,1637.612008148161,2279.300401411891,4100913.7253502207,1464.8497484233108,5974.089905611421,6913.393956384347,7735064.982991654,2797.253270336553,1643.4191429288283,123824.08314447234,17946.9500396521,27027.85705292049,4149.197800786741,49211.11191506934,18090260.29746335,5590.8190100873835,10820.14388007823,3331.8435804078276,4519.402643054278,3375.397091262832,1903.128728157219,9236.247868651242,11588.137454821474,77109.82141753564,33977.47301249925
1112,1,3216.6276174834943,1969.1863836695466,1030.3010829242044,2701.2082990762106,1384.2012676858192,3714402.8915046263,2071.163518753196,4756.561409289306,3886.1984191567603,5829511.488226258,6671.478565644957,4309.126847604455,129670.64668249019,16465.481197142726,19294.23206191193,5943.923090650871,73499.42722122029,17799385.3259782,8822.20796537621,8364.496638140294,2297.252360876637,2137.5672346216193,3247.4579141366908,2112.863471277712,6181.079218752382,6858.555224695699,39124.43697333328,22461.30195382648
1113,1,1908.8580352346025,2510.7216706388085,1004.3393515090311,15609.17499904087,2242.100427047879,3841821.982483888,1934.8332026573105,6913.82931912221,2532.2620533795907,7540370.941094254,22861.942240589284,4639.418317963158,131395.06763743315,39322.8113023873,25416.38455278519,3271.604013923494,70336.95213667974,11487190.892042823,3305.8152100412067,3371.7034396012464,2292.783680555601,3189.8772676422914,2006.4232982369685,1603.9665883522089,5668.288364169926,8023.159030272488,20731.36397747846,175707.11940890062
1114,1,12282.619227498328,2425.979673060267,1226.9804718371454,1388.5310574462164,4630.77740776627,5861181.811117383,1883.5573004295707,9644.2346771296,19460.49975075696,14893528.943675375,2833.252859707671,1974.8387353059338,109248.07883712425,17636.608911316765,22541.24817783422,4562.316331608997,59754.23159983465,14353845.874242952,3236.9801136925707,34629.01665011569,3126.389144515438,11913.982663574554,14866.585999383069,3313.103719879548,6746.0491198050695,20083.671085009057,51679.47587067157,204621.6253307506
